Tipologia;Ragione_sociale;Comune;Provincia;Indirizzo;CAP;Telefono;Email;Sito_Web;Dipendenti;Data_convenzione;Settore;Codice_ATECO;Descrizione
AZIENDA;PNEUSNAUTICA DI A.PEROBELLI & C. SAS;VERONA;VR;VIA LUSSEMBURGO, 6;37135;045 585846;info@pneusnautica.com;http://www.pneusnautica.com;;;;30.12.00;Costruzione di imbarcazioni da diporto e sportive
AZIENDA;POLATO IMPIANTI DI POLATO MASSIMO;VILLAFRANCA DI VERONA;VR;VIA ORTIGARA, 38/E;37069;0459203980;info@polatoimpianti.it;www.polatoimpianti.it;6;;;;
AZIENDA;POLIFUNGHI S.R.L.;VERONA;VR;VIA SOMMACAMPAGNA, 63;37137;0458621129;polifunghi@gmail.com;;;;;;
AZIENDA;ING. POLIN & C. S.P.A.;VERONA;VR;VIALE DELL'INDUSTRIA, 9;37135;0458289100;paghe@polin.it;https://www.polin.it/it/;205;;;28.93.00;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e a
AZIENDA;POLYTECH S.R.L.;BOLZANO;BZ;VIA G.GALILEI 10,;39100;0457238028;info@peri-polytech.com;www.peri-polytech.com;22;;;72.19.09;Ricerca e sviluppo sperimentale nel campo delle altre scienze naturali e dell'ingegneria
AZIENDA;POSITIVE S.R.L.;SAN GIOVANNI LUPATOTO;VR;VIA CA'  NOVA ZAMPIERI 4/E;37057;0458751599;mauro@positive.it;;;;;;
AZIENDA;POWER HYDRAULIK SRL;SAN MARTINO BUON ALBERGO;VR;CA' DELL'AGLIO, 9;37036;0458780721;info@powerhydraulik.com;www.powerhydraulik.com;33;;;;
AZIENDA;PROFESSIONE ORTOPEDIA SRL;VERONA;VR;VIA FERMI, 17/C;37135;0458781298;info@professioneortopedia.it;http://www.ortopediaverona.com/;;;;;
AZIENDA;PROGETTO.STUDIO - ARCHITETTO TONEL FAUSTO;BOVOLONE;VR;VIA CARLO ALBERTO,32;37051;3386950780;progetto.studio@hotmail.it;;;;;;
AZIENDA;PROJECT SYSTEM SRL;SONA;VR;VIA DELL'INDUSTRIA,24/1;37060;0456082164;info@projectsystem.it;www.projectsystem.it;9;;;;
AZIENDA;PROSYSTEM SRL;DOSSOBUONO;VR;VIA STAFFALI,19;37062;0458600074;p.bortolazzi@prosystem-packaging.com;www.prosystem-packaging.com;14;;;28293;METALMECCANICO
ENTE PUBBLICO;PROVINCIA DI VERONA;VERONA;VR;VIA DELLE FRANCESCHINE,10;37104;0459288386;;;;27-05-2019;INFORMATICA;;
AZIENDA;PULIMAC SRL;SAN GIOVANNI LUPATOTO;VR;VIA MONTE PASTELLO;37057;045545026;pulimac@pulimac.it;;15;29-04-2019;;46.69.99;Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazi
AZIENDA;PUNTO LUCE SERVIZI ELETTRICI DI LUCIO PUSCEDDU;NEGRAR;VR;VIA CARLO MONTANARI, 2B;37020;3404650504;puntoluce-@libero.it;;1;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;PURPLE TRASPORTI SRL;MOZZECANE;VR;VIA DELL' INDUSTRIA,9;37060;0457979800;direzione@purpletrasporti.it;http://www.purpletrasporti.it/;;;;;
AZIENDA;Q-TEK SRL;VERONA;VR;STADA DELLE TRINCEE 13;37135;0454732083;info@q-tek.it;http://www.q-tek.it/it/;;13-05-2019;;;
AZIENDA;QUADRANTE SERVIZI S.R.L.;VERONA;VR;VIA SOMMACAMPAGNA, 61;37137;045952447;elena@quadranteservizi.it;;;;;;
AZIENDA;QUALITA' CLUB SELECTION SRL;SAN MARTINO BUON ALBERGO;VR;VILALE DEL LAVORO 22G;37036;0457834507;info@qualitaclub.it;;3;;;;
AZIENDA;RAVENHEAT INTERNATIONAL SRL;ZEVIO;VR;VIA DELL'AGRICOLTURA ,50;37059;0456051578;info@ravenheat.it;;8;;;28.25;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione
AZIENDA;RBR VERONA SRL;VERONA;VR;VIA ANNA DA SCHIO, 2;37131;0458403665;rbrverona@rbrverona.it;www.rbr.vr.it;7;;;26.30.29;Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni
AZIENDA;RCE VERONA SRL;VERONA;VR;CORSO MILANO 5;37138;0458009804;verona@rcefoto.it;;2;;;;
AZIENDA;READY INFORMATION SRL;SONA;VR;VIA GESUITI 4;37060;;marco@readyinformation.it;www.thesocialbreakers.com;;23-05-2019;INFORMATICA;63.12;Portali web
AZIENDA;RED DI DONATELLI NICOLA;VILLAFRANCA DI VERONA;VR;VIA MESSEDAGLIA;37069;0457901340;;;8;16-05-2019;ELETTRONICA;95.22.01;Riparazione di elettrodomestici e di articoli per la casa
AZIENDA;REDORO S.R.L. FRANTOI VENETI;GREZZANA;VR;VIA MARCONI,30;37023;045907622;amministrazione@redoro.it;www.redoro.it;12;22-05-2018;LOGISTICA;46.33.20;Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
AZIENDA;RETTONDINI INGRANAGGI S.N.C.;BOVOLONE;VR;VIA DELLA COOPERAZIONE, 17;37051;045 6900097;rettondiniingranaggi@libero.it;;;;;;
AZIENDA;REWAL S.N.C. DI MILANI E REGGIANI;ARBIZZANO;VR;VIA L. DA VINCI, 5/C;37020;0457514944;inforewal@rewal.it;http://www.rewal.it/;;24-05-2019;ELETTRONICA;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;RFI RETE FERROVIARIA ITALIANA;ROMA;RM;PIAZZA DELLA CROCE ROSSA 1;00100;;;;;;;;
AZIENDA;RIAM ASCENSORI SRL;VERONA;VR;VIA DELLA SCIENZA 23;37139;0458517211;sara.verona@riam.it;www.riam.it;;;;;
AZIENDA;RIELLO SPA;LEGNAGO;VR;VIA ING.PILADE RIELLO,7;37045;0442630111;alessia.cazzolato@riello.it;www.riellogroup.com;807;;;;METALMECCANICO
AZIENDA;RIGHETTI RIDOLFI SPA;SONA;VR;VIA SAN QUIRICO 9;37060;0456080950;;www.righettiridolfi.com;26;27-05-2019;;25.99.9;Fabbricazione di altri articoli metallici e minuteria metallica
AZIENDA;RIGO SRL;VERONA;VR;V.LO CAVALLETTO 24;37100;045 60804000;;www.rigoelettroimpianti.it;6;09-05-2019;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;RINALDI SIDERURGICA SRL;VILLAFRANCA DI VERONA;VR;VIA SPAGNA 17;37069;0456303131;rinsider@rinaldisiderurgica.it;;15;15-05-2019;;;
AZIENDA;RISTORANTE GIRASOLE;BOLZANO;BZ;VIA DEI PORTICI 68;39100;;georg.trojer@me.com;;;;;;
AZIENDA;ERNST ABBE GYMNASIUM;AUCKLAND;AUK;HIGHBROOK DRIVE,60;73447;07364-96130;info@fanfaremschaemke-ristorantelafontana.de;;;;INFORMATICA;;
AZIENDA;RIZZI TECNOLOGIE DI RIZZI FLAVIO;SAN PIETRO IN CARIANO;VR;VIA VIVALDI 4;37029;;flavio.rizzi@live.com;;;16-05-2019;TELECOMUNICAZIONI;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ROBBI GROUP SRL;VERONELLA;VR;VIA DELL'INDUSTRIA 7;37040;044247700;robbi@robbispa.com;www.robbispa.com;38;09-04-2018;;28.49.09;Fabbricazione di altre macchine utensili (incluse parti e accessori) nca
AZIENDA;ROBERTO QUATTRINA SRL;SAN GIOVANNI LUPATOTO;VR;VIA MONTE PASTELLO,14/A;37057;0459251252;amm@robertoquattrina.com;www.robertoquattrina.com;18;;;26.12.00;Fabbricazione di schede elettroniche assemblate
AZIENDA;ROBIT SAS DI BOVO MAURIZIO & C.;VERONA;VR;VIA ANTONIO MILANI 18;37100;;robit@robit.com;www.robit.com;;27-05-2019;INFORMATICA;;
AZIENDA;RONCA 1862 SRL;ZEVIO;VR;VIA PRIMO MAGGIO 142;37059;0457850153;info@ronca1862.it;www.roncastyle.it;27;;;47.71;Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati
AZIENDA;ROSSETTO TRADE SPA;SONA;VR;VIA FRIULI, 5;37060;0456861622;panificio@rossettogroup.it;http://rossettogroup.it/;;18-12-2015;;47.11.20;Supermercati
AZIENDA;RPN IMPIANTI SNC;VILLAFRANCA;VR;VIA POSTUMIA,74;37069;0456303108;rpn.impianti@legalmail.it;;3;;;;
AZIENDA;RPS S.P.A.;LEGNAGO;VR;VIALE EUROPA, 7;37045;0442635839;f.salgarolo@riello-ups.com;;;;;;
AZIENDA;RTC SPA;VERONA;VR;VIA EDISON, 31 LOC.CAMPAGNOLA;37059;0458738711;luca.mingon@rtc-spa.it;www.rtc-spa.it;47;08-10-2018;;95.11;Riparazione di computer e periferiche
AZIENDA;RZ IMPIANTI DI RENATO ZAMBONI;VERONA;VR;VIA S.ROCCO 10/C;37125;3497529048;renato.zamboni@alice.it;;;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;S C SISTEMI DI CASSA SRL;LUGAGNANO DI SONA;VR;VIA PIEMONTE 7;37060;;info@scsistemi.net;www.scsistemi.net;14;15-06-2019;;46.66;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
AZIENDA;S.C.S. SURVEY CAD SYSTEM SRL;POVEGLIANO VERONESE;VR;VIALE DELLA TECNICA;37064;0457971883;amministrazione@pfcad.it;;;;INFORMATICA;;
AZIENDA;S.E.D.I.T. S.R.L;S.MARTINO B.A.;vr;VIALE DEL LAVORO 50;37036;0458799166;matteo.caria1@gmail.com;;6;;;;
AZIENDA;S.G. S.R.L.;SAN MARTINO BUON ALBERGO;VR;VIA DELL'ARTIGIANATO, 42;37036;045983362;gambaretto@sgsrl.net;www.sgsrl.net;;;;;
AZIENDA;S.T.A.C.OL. SAS;VERONA;VR;CORSO MILANO,223;37138;045573822;annalisa@datastudioweb.it;;6;;;;
AZIENDA;STI  SPA;NOGARA;VR;VIA LABRIOLA, 22;37054;0442537135;ufficiodelpersonale@stispa.it;;73;29-03-2018;;49.41.00;Trasporto di merci su strada
AZIENDA;S4WEB DI SCIMEMI A. E ZANETTI L. SNC;BARDOLINO;VR;VIA VASCO DE GAMA,8;37011;3476225205;info@s4web.it;www.solution4web.it;2;;;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;SAELETTRICA SRL;CASTELNUOVO DEL GARDA;VR;VIA PAPINI 2;37014;0456450856;info@saelettrica.com;www.saelettrica.com;;;;71.20.10;Collaudi e analisi tecniche di prodotti
AZIENDA;SAIE S.R.L. OLD;SAN MARTINO BUON ALBERGO;VR;VIALE DELLA REPUBBLICA, 16;37036;0458840272;info@saiesrl.it;www.saiesrl.it;;;;;
AZIENDA;SAVI SRL;VERONA;VR;VIA ADRIANO GARBINI 2/B;37135;0458230476;francesca@studiomininno.com;www.savialimentare.it;8;;;10.39.00;Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)
AZIENDA;SAVINO DEL BENE SPA;SCANDICCI;FI;VIA DEL BOTTEGHINO 24/26;50018;0458626611;verona@savinodelbene.com;www.savinodelbene.com;660;;;52.29.10;Spedizionieri e agenzie di operazioni doganali
AZIENDA;SAVOIA VALENTINO STUDIO DI INGEGNERIA;SONA;VR;VIA G.DELEDDA,23;37060;3405542460;ing_savoia@yahoo.it;;0;;;;
AZIENDA;SC NOUMAX S.R.L.;BUCAREST;;VIA COSTACHE SIBICEANU, 15;011511;;service@noumax.ro;www.noumax.ro;;;;;
AZIENDA;SCALIGERA ARREDAMENTI S.R.L.;VERONA;VR;VIA DELLA SCIENZA,17;37100;0458510638;info@scaligeraarredamenti.com;www.scaligeraarredamenti.com;3;;;;
AZIENDA;SCALIGERA GUARNIZIONI S.R.L.;RONCO ALL'ADIGE;VR;VIA CAV. VITTORIO VENETO, 29/A;37055;0457001831;amministrazione@scaligeraguarnizioni.it;;;;;;
AZIENDA;SCATTOLINI SPA;VALEGGIO;PV;VIA FERRARI 1;27020;0456334972;mrighetti@scattolini.com;www.scattolini.it;206;16-05-2019;;29.20.00;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi
AZIENDA;SCHENKER ITALIANA SPA;PESCHIERA BORROMEO;MI;VIA FRATELLI BANDIERA 29;20068;045828277; ;;1200;;;52.29.10;Spedizionieri e agenzie di operazioni doganali
AZIENDA;SCHIANCHI CESARE- ELETTRODOMESTICI RADIO;NEVIANO DEGLI ARDUINI;PR;VIA BUCA, 36;43024;0521843108;;;;;;;
AZIENDA;SEGESTA GESTIONI S.R.L;MILANO;MI;VIALE CASSALA, 16;20143;;;;;;;87.30.00;ASSISTENZA ANZIANI
AZIENDA;SELENE LIBRI S.R.L. LIBRACCIO;MONZA;MB;VIA B.ANGELICO,21;20900;0303754342;bresciaamministrazione@libraccio.it;;6;;;47.61.00;Commercio al dettaglio di libri nuovi in esercizi specializzati
AZIENDA;SELVA SRL;BOLZANO;BZ;VIA INNSBRUCK 23;39100;0456999111;selva@selva.com;www.selva.com;39;;;31.09.10;Fabbricazione di mobili per arredo domestico
AZIENDA;SELVATRANSPORT SRL;SAN BONIFACIO;VR;VIA DELL'INDUSTRIA,8;37047;0457612548;info@selvatransport.it;www.selvatransport.it;109;;;;
AZIENDA;SEMENZIN  AUTOTRASPORTI SRL;DOLCE';VR;VIA XXI NOVEMBRE, 188;37020;0456861593;info@semenzintrasporti.com;www.semenzintrasporti.com;12;;;49.41;Trasporto di merci su strada
AZIENDA;SEMPRE VERDE SNC DI PIAZZI ANTONIO E FILIPPO;VILLAFRANCA DI VERONA;VR;VIA DOSDEGA' 16;37069;045987191;sempreverdealpo@gmail.com;;;;;38.31.66;
AZIENDA;SERGIO GIOLITTO;PASTRENGO;VR;PIAZZA DEL DONATORE 12;37010;3464968333;sergio@giolitto.it;;;24-11-2016;;;
AZIENDA;SERGIO GRASSO SRL;SANT'AMBROGIO DI VALPOLICELLA;VR;VIA SAN NICOLO' 24;37015;0457760133;info@sergiograsso.it;www.segiograsso.it;24;10-05-2018;;15.20.10;Fabbricazione di calzature
AZIENDA;SERVICE MED SPA;BUSSOLENGO;VR;VIA DELL'AGRICOLTURA,38;37012;0456717441;info@servicemed.it;www.servicemed.it;105;;;46.46.3;
AZIENDA;SERVIZI AGRICOLI INFORMATIZZATI;ZEVIO;VR;PIAZZA SANTA TOSCANA 50;37059;;stevani.sara@aicvr.it;;7;13-05-2019;;63.11.1;Elaborazione dati
AZIENDA;SETECNA S.R.L.;VILLAFRANCA DI VERONA;VR;VIA A. VOLTA, 19/B;37062;0458600409;info@setecna.it - c.marini@setecna.it;http://www.setecna.it/;2;;;;
AZIENDA;SHARE DISTRIBUZIONE S.R.L.;SAN GIOVANNI LUPATOTO;VR;VIA C. BATTISTI, 242;37057;0458751535;info@shared.it;www.shared.it;;;;;
AZIENDA;SHOPSI  S.R.L. SOCIO UNICO;VERONA;VR;VIA L. BESI, 20/C;37139;0458918611;linda.arieleconeglianoçnegoziobio.it;;;;;;
AZIENDA;SIA SRL;SOMMACAMPAGNA;VR;VIA PACINOTTI 1;37066;045512900;info@siavr.it;www.siavr.it;37;18-05-2019;INFORMATICA;62.01;Produzione di software non connesso all'edizione
AZIENDA;SICURPLANET SRL;VERONA;VR;VIALE DELL'INDUSTRIA 38;37100;0456704749;info@sicurplanet.com;www.sicurplanet.com;12;;;43.21;Installazione di impianti elettrici
AZIENDA;SIDERGAS SPA;S.AMBROGIO DI VALPOLICELLA ;VR;VIALE RIMENBRANZA 17;37015;0456862044;;WWW.SIDERGAS.COM;70;;;24.34;Trafilatura a freddo
AZIENDA;SIGNORETTO GROUP S.N.C.;VERONA;VR;VIA MARCO POLO, 11;37138;045568800;ugolini.stefano@signoretto.group.it;WWW.SIGNORETTOGROUP.IT;3;;;;
AZIENDA;SIMECC SRL;RONCO ALL'ADIGE;VR;VIA FONTANELLE,24A/B;37055;0456600621;amministrazione@simecc.it;;13;;;;
AZIENDA;SINAI SRL;SAN GIOVANNI LUPATOTO;VR;VIA GAROFOLI 53;37057;0458753516;info@sinai.it;www.sinai.it;3;27-05-2019;INFORMATICA;33.20.03;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
AZIENDA;SINAPSI SAS DI RECCHIA MIRCO & C;CASTEL D'AZZANO;VR;VIA G.GALILEI,2/A;37060;3927015088;amministrazione@sinapsisas.it;www.sinapsisas.it;;;;;
AZIENDA;SINECTRA S.R.L.;VERONA;VR;VIA VILLABELLA, 24/A;37047;0456108147;risorseumane@sinectra.it;;64;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;SIPRO S.R.L.;VERONA;VR;VIALE DELL'INDUSTRIA, 7;37135;045508822;ivo.tommasini@sipro.vr.it;http://www.sipro.vr.it/web/index.html;36;;;33.20.03;Installazione di strumenti ed apparecchi di misurazione, controllo, prova, navigazione e simili (inc
AZIENDA;SISTEMI INTEGRATI PER LO SPORT S.S.D.R.L.;ROMA;RM;BENIGNO DI TULLIO 13;00173;;g.esposito@sistemiperlosport.com;;;;;;
AZIENDA;SITEM S.R.L.;VILLAFRANCA DI VERONA;VR;VIA STAFFALI, 44/H;37069;0458600997;sistem@sistemautomazione.com;www.sitemautomazione.com;;18-05-2019;INFORMATICA;62.01;Produzione di software non connesso all'edizione
AZIENDA;SIVA S.A.S.;GREZZANA;VR;VIA A. VOLTA, 9;37023;045908090;info@siva2000.it;www.siva2000.it;;;;;
AZIENDA;SLAM LAVORI AEREI SRL; NAPOLI;NA;AEROPORTO CAPODICHINO;86100;0815844319;info@slamair.eu;www.slamair.eu;17;;;;
AZIENDA;SMART SOLUTIONS SRL;BUSSOLENGO;VR;VIA BETTELONI 4;37012;0459582377;ammimistrazione@smartsolution.srl;www.riphone.it;4;23-05-2019;;47.42;Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specia
AZIENDA;SMILENET SRL;VILLAFRANCA DI VERONA;VR;VIA MONTE BALDO 4;37069;0458600511;silvia@smilenet.it;https://www.smilenet.it/;8;;;74.10.21;Attività dei disegnatori grafici di pagine web
AZIENDA;SMS WELDING.IT;NEGRAR;VR;VIA VOLPARE, 34 D;37024;0456000291;smswelding@gmail.com;;;;;;
AZIENDA;SMURFIT KAPPA SPA;PASTRENGO;VR;VIA LOCALITA' BAGNOLI 14;37010;;marta.pizzini@smurfitkappa.it;www.smurfitkappa.it;;27-05-2019;;17.21.00;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in cart
AZIENDA;SOVEMA  GROUP S.P.A.;VILLAFRANCA DI VERONA;VR;VIA SPAGNA,13;37069;0456335711;laura.alberti@sovemagroup.it;http://www.sovema.it/;;;;;
AZIENDA;SOVERE SPA;VERONA;VR;VIA DELLA METALLURGICA 24;37139;0458187511;;http://www.sovere.it/home.asp;;;;;
AZIENDA;SP TRANS SRL;VERONA;VR;VIA SOMMACAMPAGNA,61;37137;0458621966;fabrizio@sptrans.it;;;;;;
AZIENDA;SPERI MASSIMO E ROSSANO S.N.C.;VERONA;VR;VIA ROSMINI, 7;37123;0458034914;posta@autofficinasperi.it;www.autofficinasperi.it;;;;;
AZIENDA;SPORTLER;S.MARTINO B/A;VR;VIALE DEL COMMERCIO,1;37036;0458780985;sergio.l@sportler.com;www.my.spoter.com;16;;;47.71.10;Commercio al dettaglio di confezioni per adulti
AZIENDA;STAMPERIA DI ALOISI & GALVANI SRL;LAZISE;VR;STRADA DEL TIONE 27;37017;0456470100;info@stamperia.net;;;;;;
AZIENDA;START WEB DI MATTEO CANDIO;OPPEANO;VR;VIA G.MAZZINI 5A;37050;3337464084;info@start-web.it;www.start-web.it;;;;62.01;Produzione di software non connesso all'edizione
AZIENDA;STEEL & GRAPHICS SRL;SAN GIOVANNI LUPATOTO;VR;VIA CA'NOVO ZAMPIERI 4/E;37057;0458778577;amministrazione@steel-graphics.com;www.steelgraphics.com.br/it;7;09-01-2018;;62.01;Produzione di software non connesso all'edizione
AZIENDA;STEGAGNO INDUSTRIALE S.P.A.;VERONA;VR;VIALE PIAVE, 16;37137;0458971051;direzione@stegagnospa.it;www.stegagnospa.it;;;;;
AZIENDA;STM PRODUCTS S.R.L.;VERONA;VR;VIA MORGAGNI 14;37135;045585700;info@stm-products.com ;http://www.stm-products.com/it/;;16-05-2019;;;
AZIENDA;STORTI S.P.A.;BELFIORE;VR;VIA CASTELLETTO, 10;37050;0456134311;r.storti@storti.com;http://storti.com/it/;;;;;
AZIENDA;STT SERVICE TELEMATICI TELEFONICI SRL;VERONA;VR;PIAZZALE STEFANI 1;37100;0458124000;info@aovr.veneto.it;www.ospedaleuniverona.it;91;20-05-2019;;43.29.09;Altri lavori di costruzione e installazione nca
AZIENDA;STUDIO 3/98 DI DUFFINI CLAUDIO & C. S.N.C.;SANT'AMBROGIO DI VALPOLICELLA;VR;VIA VENEZIA, 10/B;37015;0456013202;claudio.duffini@gmail.com;;;;;;
AZIENDA;STUDIO BUTTAPIETRA SAS;BUTTAPIETRA;VR;PIAZZA ROMA 25;37060;0456661665;;;1;;;68.31.00;Attività di mediazione immobiliare
AZIENDA;STUDIO DENTISTICO DR LANZAFAME;ZEVIO;VR;VIA PRIMO MAGGIO 205;37059;3474752910;info@drlanzafame.com;;;22-05-2019;INFORMATICA;;
AZIENDA;STUDIO GRAPHICS DESIGNER;BOVOLONE;VR;VIA GENOVA,19;37051;0457100634;info@studiographicsdesigner.it;www.studiographicsdesigner.it;1;;;;
AZIENDA;STUDIO PROTECNO SRL;VERONA;VR;VIA ALBERE,29/A;37100;045567955;info@studioprotecno.it;www.studioprotecno.it;14;;;;
SCUOLA;STUDIO RAG.PAOLO VALLICELLA;VERONA;VR;PIAZZA LIBERO VINCO,18;37131;0458400616;vallicellapaolo@libero.it;;1;;;692012;STUDIO COMMERCIALISTA
AZIENDA;STUDIO SOLUZIONI IT DI CASSINI LUCA;CALDIERO;VR;VIA GIRASOLE,8;37042;3391449775;cassini@dotc.it;;0;;;;
LIB. PROFESS.;ZANONI ARCHITETTO PAOLO STUDIO ARCHITETTURA;BUSSOLENGO;VR;VIA DANTE ALIGHIERI 10;37012;0456703979;studio@paolozanoni.it;;;27-05-2019;;;
AZIENDA;STUDIUM GROUP SRL;VERONA;VR;VIALE DEL COMMERCIO 47;37135;0458761700;monica.bombieri@studium.it;www.studium.it;70;;;82.99.99;Altri servizi di sostegno alle imprese nca
AZIENDA;STULZ SPA;VALEGGIO SUL MINCIO;VR;VIA TORRICELLI 3;37067;0456331600;nadia.perugini@stulz.it;www.stulz.it;218;;;28.25.00;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione  fabbrica
AZIENDA;STV STUDIO ASSOCIATO;CAPRINO VERONESE;VR;CIRCOVALLAZIONE BRAN  828/5;37013;0456260677;;www.stzstudio.it;2;;;;
AZIENDA;SUNSET MOTORCYCLES DI BUTTURINI ROBERTO;BARDOLINO;VR;VIA MOLINI 6;37011;3462305825;SUNSETMOTORCYCLES@GMAIL.COM;;;07-05-2019;;;
AZIENDA;SUPERMERCATI GRISI S.R.L.;CALDIERO;VR;CALDIERO;37042;045765066;raffaella.grisi@supergrisi.it;;114;;;47.11.2;Supermercati
AZIENDA;SUPERMERCATI MARTINELLI SRL;VILLAFRANCA DI VERONA;VR;C.SO VITTORIO EMANUELE, 242;37069;0457902199;michela@martinellisupermercati.it;www.martinellisupermercati.it;;;;47.11.20;Supermercati
AZIENDA;SYATEC SRL;NOGAROLE ROCCA;VR;VIA DELL'ARTIGIANATO,10;37060;0457952342;info@syatec.it;www.syatec.it;7;13-05-2019;;27.12;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
AZIENDA;SYNETHIK ENGINEERING SRL;VERONA;VR;VIA EVANGELISTA TORRICELLI 37;37100;0458205681;synethik@synethik.com;;2;27-02-2018;;71.12;
AZIENDA;T.G. CAR SRL;CALDIERO;VR;VIALE DELL'INDISTRIA,13;37042;0456150339;info@tgcarcarrellielevatori.it;;8;;;45.20.1;Riparazioni meccaniche di autoveicoli
AZIENDA;TABACCHERIA CARTOLIBRERIA VESENTINI SUSANNA;ISOLA RIZZA;VR;VIA G MARCONI, 76;37050;0457135777;vesentinisusanna@alice.it;;;;;;
AZIENDA;TABARRINI RIMORCHI S.R.L.;VERONA;VR;VIA MEZZACAMPAGNA, 25/A;37135;045 541156;info@tabarrini.it;;;;;;
AZIENDA;TAEDA COMMUNICATION S.R.L.S.;SAN GIOVANNI LUPATOTO;VR;VIA SALVO D'ACQUISTO 21;37057;3921799882;linda@taedacommunication.it;www.tatacommunications.com;;;;;
AZIENDA;TB DI BOMPIERI TIZIANO;GREZZANA;VR;VIA TUBALDINI;37023;;bombieritiziano@libero.it;;;27-05-2019;COSTRUZIONE DEL MEZZO;25.99.3;Fabbricazione di oggetti in ferro, in rame ed altri metalli
AZIENDA;TECH ASSIST. SRLS;SAN GIOVANNI LUPATOTO;VR;VIA ROMA 49;37057;0452222884;info@tech-assist.it;www.tech-assist.it;2;23-05-2019;ELETTRONICA;95.11;Riparazione di computer e periferiche
AZIENDA;TECH.PA. SPA;SAN GIOVANNI LUPATOTO;VR;VIA APOLLO XI,4;37057;0459251215;amministrazione@techpaspa.com;www.techpaspa.com;30;;;27.33;Fabbricazione di attrezzature per cablaggio
AZIENDA;TECMAUT S.R.L.;VILLAFRANCA DI VERONA - DOSSOBUONO;VR;VIA STAFFALI, 17/B;37062;0458600240;tecmaut@tecmaut.it;http://www.tecmaut.it/;16;07-05-2018;;28.;
AZIENDA;TECNAUTO DI FASOLI FLAMINIO;VERONA;VR;VIA G.CABOTO 1A;37138;0458103628;;;1;;;45.20.10;Riparazioni meccaniche di autoveicoli
AZIENDA;TECNEL VD S.N.C.;PESCANTINA;VR;VIA OSPEDALETTO, 56;37026;3474153050;info@tecnelvd.it;www.tecnelvd.it;;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TECNICA ELETTRONICA S.P.A;VERONA;VR;VIA SPALLANZANI, 26;37135;045585166;luigi.spiazzi@tecnicaelettronica.it;;30;09-05-2019;;27.2;FABBRICAZIONE DI BATTERIE DI PILE ED ACCUMULATORI ELETTRICI
AZIENDA;TECNICA INFORMATICA DI DORELLA PAOLO;VILLAFRANCA DI VERONA;VR;VIA QUADRATO,44;37069;0455116984;info@dorella.com;www.dorella.com;2;05-04-2017;INFORMATICA;46.51.00;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;TECNO P.A. SRL;SAN MARTINO BUON ALBERGO;VR;VIA G.CABOTO,16;37036;0458799196;info@tecno-pa.it;www.tecno-pa.it;5;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;TECNO SERVICE VERDARI;SAN MARTINO BUON ALBERGO;VR;VIA DELL'INFORMATICA, 10;37036;0458781427;info@verdari.it;;;12-01-2019;;;
AZIENDA;TECNODUE S.N.C.;VERONA;VR;VIA MAIELLA, 30;37132;045970072;tecnoduevr@tecnoduevr.it;;5;;;;
AZIENDA;TECNOLOGIE SRL;GREZZANA;VR;VIA DELL'INDUSTRIA 11;37023;3497782095;info@computerverona.it;www.computerverona.it;1;20-05-2019;INFORMATICA;95.11;Riparazione di computer e periferiche
AZIENDA;TECNOLUCE DI ALTIERI RICCARDO E C. SNC;VERONA;VR;VIA F. FAVRETTO 14;37138;0458100254;tecnoluce@tecnolucevr.it;http://www.tecnolucevr.it/;;;;;
